,WORD,POS_TAG,COUNT,COUNT_ADJUST,LOG10
353,이상하,VA,7372,32726.414285714283,4.514898423846462
354,나중,NNG,7356,32655.385714285712,4.513954817865465
355,고구마,NNG,7276,32300.242857142857,4.509205787690871
356,피자,NNG,7191,31922.90357142857,4.504102386052741
357,빨갛,VA,7157,31771.967857142856,4.502044114513367
358,이기,VV,7098,31510.05,4.498449092311
359,그림,NNG,7091,31478.975,4.498020582673963
360,옆,NNG,7041,31257.010714285712,4.494947441617681
361,려고,EC,7037,31239.25357142857,4.494700648326821
362,처음,NNG,7036,31234.814285714285,4.494638928084849
363,매일,MAG,7032,31217.057142857142,4.494391959365141
364,라,EC,7006,31101.635714285712,4.492783230281099
365,빼,VV,6999,31070.56071428571,4.492349090812841
366,다치,VV,6992,31039.485714285714,4.491914516925772
367,게임,NNG,6983,30999.53214285714,4.491355139340442
368,토끼,NNG,6976,30968.45714285714,4.490919569223936
369,그래서,MAJ,6960,30897.42857142857,4.489922336909988
370,키우,VV,6952,30861.914285714283,4.489422860740036
371,쉬,VV,6933,30777.567857142854,4.488234297498197
372,신발,NNG,6906,30657.70714285714,4.486539671312861
373,이사,NNG,6882,30551.164285714283,4.485027765584337
374,케이크,NNG,6850,30409.10714285714,4.483003668791851
375,붙이,VV,6848,30400.228571428568,4.482876848968522
376,냐,EF,6830,30320.321428571428,4.481733800980958
377,그만,MAG,6827,30307.00357142857,4.4815430001511025
378,불,NNG,6787,30129.432142857142,4.478990946490892
379,걷,VV,6771,30058.40357142857,4.47796591109685
380,가,JKC,6737,29907.467857142856,4.475779644652103
381,귀엽,VA,6731,29880.83214285714,4.475392687856171
382,빠지,VV,6724,29849.757142857143,4.474940802066859
383,물고기,NNG,6723,29845.317857142854,4.474876208554149
384,버리,VV,6707,29774.289285714283,4.473841403640077
385,뽑,VV,6693,29712.139285714286,4.472933922302926
386,만나,VV,6645,29499.05357142857,4.469808082578177
387,맵,VA,6626,29414.70714285714,4.468564528845366
388,신,VV,6612,29352.557142857142,4.4676459421988355
389,어리,VA,6582,29219.37857142857,4.465670975257781
390,아,JKV,6573,29179.425,4.465076729579793
391,핸드폰,NNG,6528,28979.65714285714,4.4620932430452305
392,나,JX,6514,28917.507142857143,4.4611608515282795
393,과자,NNG,6507,28886.432142857142,4.460693904033281
394,그,MMD,6441,28593.439285714285,4.456266396455336
395,여름,NNG,6438,28580.121428571427,4.45606406964902
396,시,NNB,6438,28580.121428571427,4.45606406964902
397,모자,NNG,6434,28562.364285714284,4.4557941538653765
398,달리,VV,6378,28313.764285714286,4.451997612206366
399,파티,NNG,6358,28224.97857142857,4.45063362087818
400,삼,NR,6295,27945.30357142857,4.446308831743307
401,누르,VV,6281,27883.15357142857,4.4453418907034985
402,버스,NNG,6281,27883.15357142857,4.4453418907034985
403,얼굴,NNG,6258,27781.05,4.4437486561096
404,거기,NP,6228,27647.871428571427,4.441661701195509
405,하늘,NNG,6192,27488.057142857142,4.439144044974261
406,날,NNG,6182,27443.664285714283,4.438442098026711
407,모양,NNG,6166,27372.635714285712,4.437316617689915
408,색,NNG,6118,27159.55,4.433922569948085
409,짓,VV,6106,27106.27857142857,4.433069897262069
410,달,VX,6100,27079.642857142855,4.432642932310192
411,들리,VV,6091,27039.689285714285,4.432001696800847
412,연습하,VV,6064,26919.82857142857,4.430072289923423
413,돈,NNG,6063,26915.389285714286,4.430000665534392
414,려면,EC,6052,26866.557142857142,4.429212016650575
415,늦,VA,6022,26733.37857142857,4.427053848476166
416,둘,NR,6015,26702.30357142857,4.426548728975289
417,끼,VV,6001,26640.15357142857,4.425536724065522
418,내,VV,5991,26595.760714285712,4.42481241688979
